transaction_id,user_id,merchant_id,merchant_category,bank_name,amount,status,failure_reason,request_time,response_time,latency_ms,city
e3c7a9e4-44bf-4523-81c1-4aa7781972dd,38381dda8890b63416f2abd1339b2980ea35c3754bcc631ae4bd1462cd83d7d2,791610de-ec2f-4724-a802-26ddb91eb992,Grocery,HDFC,795.87,SUCCESS,,2026-01-31 03:06:41,2026-01-31 03:06:43.836,2836,Nanded
82495ab2-cca1-48ea-8c91-03608df44aaa,15286cd607b9f7d8079a0b3757eca5e0e17a1a618cc940e0d93627e823e8e44e,93cce8d4-e67b-4256-bf92-ffe13aa73dd0,Utilities,PNB,21.75,SUCCESS,,2026-01-30 16:54:06,2026-01-30 16:54:07.927,1927,Fatehpur
cd2e2824-bc3a-4a6d-8a33-545c57904d3d,047e316591fc692792aa8b2c145195337a681b5047eab022fd39124ab05e0a19,9d5043d2-e4cb-438c-8b84-2b40f38833dd,Utilities,PNB,2591.36,SUCCESS,,2026-01-31 08:08:34,2026-01-31 08:08:35.294,1294,Ozhukarai
16c46e5c-f09e-4dff-8bcf-39ccd8a92d11,60808ac57faf1532fbe3d089d341c63f9572fb42f6402b080f493b079f9a990d,edb160a9-4633-4bdd-954f-0c4d04635061,Utilities,PNB,3777.88,SUCCESS,,2026-01-30 15:37:23,2026-01-30 15:37:25.785,2785,Guwahati
939d8f8e-9990-4557-bb45-1eb8157f680e,7a834a6ca0060b8a75ecf721b7f8127d1cf8f0bcd7ec21c0b5183a36ee1e07fa,27bac872-fee6-405a-9bee-414aaaf8cc7a,Grocery,IDFC,2563.11,SUCCESS,,2026-01-30 19:08:53,2026-01-30 19:08:54.209,1209,Bhilai
c69de657-53ed-4dc9-a06c-2c2bcfdc9c52,37f852b6f2f8f193e4b845960989ff4ee91e94f9211053464993297b87ebf72b,8d2eaced-76ff-4004-8bd0-773d562350e1,Fuel,SBI,3043.88,SUCCESS,,2026-01-31 00:46:24,2026-01-31 00:46:26.180,2180,Davanagere
f882aec2-ca53-41f6-b113-91cecccff02b,3ea44ef3971ba6c4939016fd14fd486b538b0ae53ce71f45499722b6485f07e0,c866c12c-c537-4e53-9f37-974cbc60e290,Grocery,SBI,753.12,SUCCESS,,2026-01-31 04:29:22,2026-01-31 04:29:24.181,2181,Pondicherry
b8817eb4-7aaa-4635-9d79-a7e30c5153c1,cff3ce9d70abe2710e8e4f3de7583f059a4cdcc539fab9cf6a01a4fdcb5dab33,67c7acb0-1442-49cb-ac1d-c5a8d00ca696,Fuel,AXIS,2937.53,SUCCESS,,2026-01-30 23:09:49,2026-01-30 23:09:51.652,2652,Bally
19679040-749d-4976-acc0-123a5dcec656,6c19bad5de91473b529cd41a1a04f58b2eb6ae0f7caa424eba56a641b5e5557a,63e594e4-c764-41e5-87cb-da2d9979303d,Ecommerce,ICICI,1639.93,SUCCESS,,2026-01-30 13:43:10,2026-01-30 13:43:10.882,882,Nagpur
f0586cb7-0de2-4362-91a9-449a9b336e0b,e4a2f93c2ac3e0f8a47adf943a7bec32b6227c2131b10b9cbe3a8cfdd76d01b9,ada32e59-aa07-494d-9154-396cfce01000,Fuel,KOTAK,3570.63,SUCCESS,,2026-01-31 05:30:36,2026-01-31 05:30:38.319,2319,Sultan Pur Majra
ed6fdab3-33e1-47ef-9841-97e7866a3044,322398733ebeb525ef00137c015a18fff620d646135447fca0e80a763b7152f4,b755adbd-9b64-478a-b9fa-ca09df08a909,Fuel,HDFC,1282.71,SUCCESS,,2026-01-30 18:26:15,2026-01-30 18:26:17.951,2951,Muzaffarpur
f092e972-ec54-4fa3-9c21-6d646f45e738,74300f54e38cb2b2588034e242b8fa1587e850d6662d70ff6f9ba0d4547c0fad,30676849-ec14-4b6b-8dee-5a88fe466ddd,Healthcare,KOTAK,632.81,SUCCESS,,2026-01-31 05:14:23,2026-01-31 05:14:24.370,1370,Junagadh
d0fb5d49-0253-428b-b90b-e2eade5537ad,0bd02f17c8a8ba12c41c860295f23587d12856d553d9b37dacbc173baf557c11,3dc65132-3d2a-4469-ba5e-072e468784b0,Utilities,KOTAK,1463.82,SUCCESS,,2026-01-31 07:53:16,2026-01-31 07:53:16.427,427,Imphal
eacd7d16-8309-4f06-bc84-ebff4e02ad6c,f90b5121ec342ee94743744ba84c9013ffbf93962b56670aa018471d0ff96162,c4ea17d8-7631-4c7c-8da6-438cc106f78f,Utilities,ICICI,768.25,SUCCESS,,2026-01-30 09:41:38,2026-01-30 09:41:39.236,1236,Warangal
040a8dad-1baa-4953-90d2-3d99b5b476e2,2243b3f2f296ff59a50714b18e17755d52040138c674c30f18f555984cab4a7f,857a2161-3663-4608-a467-7a929c6f899b,Grocery,PNB,2950.3,SUCCESS,,2026-01-31 03:23:04,2026-01-31 03:23:05.623,1623,Agartala
cec570ca-7305-4af7-883c-a15d0696e0a3,72c980f47888e09c47caa9b7e8bdc9d0a0e03580c1d9bd2e35301208d8fdc2f2,371baec7-18d0-41a0-9ead-f383144393d6,Utilities,ICICI,4496.5,SUCCESS,,2026-01-30 09:10:27,2026-01-30 09:10:29.008,2008,Rewa
2de04b3c-13dd-4454-8c97-4c05aa580600,564ce9570f5738ebedc63dfad9fc120cc09764a98977821115c366e888b3e27b,a64af852-3726-4873-ae32-1af4ef88c290,Fuel,AXIS,2150.39,SUCCESS,,2026-01-30 16:43:44,2026-01-30 16:43:45.782,1782,Surat
00af8ea0-c542-4e11-a8eb-e96f65b3ea4c,b8d56f4e8d86dace8601e16c7873964f724de5a53aac2f478b7c452e676b68e0,9bd69dcb-77fd-4913-a3bb-eec4be15f2d7,Ecommerce,ICICI,2628.1,SUCCESS,,2026-01-31 08:09:21,2026-01-31 08:09:23.706,2706,Chandrapur
c71ee6a4-b464-415a-ad88-ada53fc4c39f,9f2857b37204ee97f5022f270d3ab914112de98b088dde58635c3a5c25979764,f825118e-6ae0-4073-b4f7-f46d07a56c8a,Utilities,AXIS,838.82,SUCCESS,,2026-01-30 16:52:49,2026-01-30 16:52:50.386,1386,Nagaon
a3e6ac00-dbd1-4547-b042-f808118c6dbc,b0d1af1f22c52fdf9c596094b550b35d2bc2d9c9bc540626f63864c21f92c860,e6d64810-a896-4fa5-93c6-c55b07d91b79,Fuel,ICICI,1095.8,SUCCESS,,2026-01-31 04:50:07,2026-01-31 04:50:08.119,1119,Jalna
0b89b5d3-99d3-45f4-8b11-fd91293c668a,2fc0e9b15024f170a3d050619411694012745118f37b130f491b62e17e2cb3b2,8f75cc6f-911e-4070-bc63-70b0a9d95e6f,Fuel,YES_BANK,3484.37,SUCCESS,,2026-01-31 04:02:06,2026-01-31 04:02:07.900,1900,Secunderabad
4bb9a4f9-a0ca-4b75-93e7-27d8fb85ff1b,d633b54d34545753a65440d613f89d1001a3a61bc9dce5dc06ada7decc5dd16f,bd32f1a8-6788-4514-97db-9b142c84836b,Fuel,KOTAK,4970.88,SUCCESS,,2026-01-30 20:23:13,2026-01-30 20:23:15.316,2316,Coimbatore
4a1d70cd-2623-4f2f-a06f-cb6e3166cd8f,534f25de444836cf6aa7e374a5f44c3a4a4af6288511a5c2c241a0a5b5310fba,5900a495-d8d8-4fc0-907b-59278011e28f,Grocery,HDFC,1740.56,SUCCESS,,2026-01-31 00:00:34,2026-01-31 00:00:35.395,1395,Parbhani
63dab644-a99c-41e0-8f8b-ed1f6da408e7,fcf47930dd8fa80e04c9b837e76995358a066c609f90955941afcefbfa3ff804,9db448c7-baff-4a93-bc83-dde09d58bb62,Grocery,HDFC,1564.18,FAILED,BANK_TIMEOUT,2026-01-30 21:19:24,2026-01-30 21:19:25.944,1944,Dhule
2cffa539-60c9-4477-8a99-b8d8427bef5d,256ed1f35b953fa441e66eb5e56f4c056a6f0e4d92958445ed587b78b7dda51a,bdf07a76-de21-449d-9919-ea250ca6ca45,Healthcare,KOTAK,1416.19,FAILED,INVALID_UPI_PIN,2026-01-31 06:21:38,2026-01-31 06:21:39.290,1290,Pune
c7d4039b-b94b-44a6-9191-5eda049850e7,713a9cb47bb0c4c6c3bb05d73d045a6e9ac87ee05870c7eb00d879a671b5105c,51a2fe0d-8e90-4ef4-b7c1-f0b39ef15fae,Utilities,AXIS,2002.32,SUCCESS,,2026-01-31 07:58:04,2026-01-31 07:58:05.081,1081,Karnal
9f3a74e3-68b8-4da7-82f2-16da0ccb4598,23ee0432a1185cfc1d45a8a80c82a4711e68fe3f89399c5bf58571e22c8ea955,de6673a7-24c0-476f-9792-32c1804ef2f4,Ecommerce,PNB,3975.73,SUCCESS,,2026-01-30 21:23:22,2026-01-30 21:23:22.763,763,Dewas
9911380a-8521-4bc9-a4b3-6ca87b766bbf,dc59c18ddbe9482bdc72e9eb9e7f7b30a3ea8a5a59e5c4b72cc9dcabbe7eb25b,381afedd-4bd8-4569-9623-9b9fed36bbe6,Healthcare,ICICI,4643.83,SUCCESS,,2026-01-30 21:48:14,2026-01-30 21:48:14.166,166,Kollam
7d143a16-a410-48a2-aa0f-5d4c168c8fdd,98239d6e82d469247a36a4f1ec49b6c3558f0cfdbc9efb0d505bb3179febe3cc,c3d5a28c-b28b-481d-b1ca-a912d5b83b44,Fuel,ICICI,4237.6,PENDING,,2026-01-31 06:14:36,2026-01-31 06:14:37.041,1041,Ahmednagar
f9ecfaf9-f117-4c56-85e4-fced299050a1,1718848dbd5248c222851771f8b2eb27bda718553c21be96266bd42568cde39b,640bb8c1-4038-49ed-b4fb-fa88acbf7d2f,Utilities,ICICI,3295.22,SUCCESS,,2026-01-30 18:49:28,2026-01-30 18:49:29.619,1619,Agra
7e9dece1-8c24-4ba5-928d-d473091fb6cb,8afd1ed32195c021685365a04e11e03eb3fe61fb968523af15b08c615573b730,c7aebe44-5944-4390-aaa1-329be45f352d,Food,PNB,3822.79,PENDING,,2026-01-30 15:04:01,2026-01-30 15:04:03.478,2478,Jabalpur
0c3d70dd-d555-4247-b0c2-bc45cc6ab310,1e1b5162c8e693ef9ca7bb8162ef011754b89528e2ce4b323944951d651cbb24,9785d028-0f2a-45e1-8668-f33d80ebf075,Grocery,KOTAK,320.68,SUCCESS,,2026-01-30 12:54:02,2026-01-30 12:54:02.246,246,Muzaffarnagar
13e50579-b94f-43a7-bd6a-a01106860814,01e82c6c10457864820aef933e944f28c4651c3c496286111841f799038adb6a,7457d00f-8697-4331-a9a2-a91b3d0a986c,Ecommerce,ICICI,2979.1,SUCCESS,,2026-01-30 09:23:40,2026-01-30 09:23:41.477,1477,Junagadh
08f26423-99ae-4cbf-ab35-a5e27096232f,9fcb476ab0a299d09c874442c6640c2959d30efb56d0116921bd67635c4ba12a,43ee8bab-5284-46ee-8673-f950e06c1b21,Healthcare,IDFC,1473.04,SUCCESS,,2026-01-30 17:15:35,2026-01-30 17:15:37.476,2476,Guna
70b30be0-4fbe-4beb-b9b2-a71e8112e89e,63106f8852a71f7ea9db24ff15fdd37971b57365132fb05d5625d35d9b76594c,53eecc2d-babb-4947-aa5a-eb6d31735b51,Food,PNB,1927.74,SUCCESS,,2026-01-30 17:08:47,2026-01-30 17:08:48.318,1318,Nangloi Jat
84498122-0429-4771-a7ac-17f3fa3fab7d,e155b0a1b871cb513fd5b3163f4fabfa8034636eed49591020e06f79a1364600,e996d523-aad3-4988-81fb-d2b9f1f45700,Fuel,PNB,4429.21,SUCCESS,,2026-01-30 21:21:49,2026-01-30 21:21:51.293,2293,Khora 
cb784f83-0515-4d9b-ab99-87cf84b994fe,dea018f9d60cba32d9c03ee2b9e9216b4738e5c467298b65da2f043fead9f83a,c9cb5e30-fb1f-4715-a4e1-bec0fbd2f64b,Travel,KOTAK,273.28,SUCCESS,,2026-01-30 16:45:38,2026-01-30 16:45:38.994,994,Thrissur
275a6159-8bec-4a5f-bac0-237ab30f8e2a,8dad4fcb1625a67d8898313f07395e7cb05bf82052f780eb245558d1273d9040,fd0cd877-2022-4d32-90a3-aefd73f766f7,Food,IDFC,2142.65,SUCCESS,,2026-01-31 02:27:37,2026-01-31 02:27:39.474,2474,Pali
de86af89-e12d-446b-8359-3a34ac5afcd0,96bbe4586a0627e2fdd873fbd2dd850eadaa04d94dfec7765b0f17e28ef3b6ec,d7286e3c-2fc2-4a25-926b-51789c4b53eb,Utilities,YES_BANK,3734.57,FAILED,TECHNICAL_ERROR,2026-01-31 01:58:09,2026-01-31 01:58:10.855,1855,Bhubaneswar
da8b1193-6834-426e-8c45-bb145d97db6f,24946ee6b56ebd34b108ee44f1932c55aa8293bd9d791cd54743341b1d68c305,0d1cf230-da7c-4fd1-90e7-c2e6bdaf5c40,Travel,HDFC,1615.78,SUCCESS,,2026-01-30 14:24:09,2026-01-30 14:24:11.827,2827,Serampore
7ef9e979-c0b3-41d1-9c14-5c4ebe7ccabd,5d254de079914dda40de6ead61a7a63b3179b1ca0f664a472f42acab6197fe17,7f9e7029-8830-4e7e-a4af-8b938982b6b1,Grocery,SBI,491.89,SUCCESS,,2026-01-30 23:06:46,2026-01-30 23:06:47.794,1794,Thane
234cc49e-de92-41b0-9d7e-55d61f6cf93c,7bed447ea5a96629d3260eb0a7b7886065cb376b7dbe98874f1b727c1ddeefbf,57980cdf-03ef-41ed-ac6c-37450b94901f,Travel,AXIS,579.13,SUCCESS,,2026-01-31 05:08:52,2026-01-31 05:08:52.935,935,Korba
dfb6abf7-b4e1-4c95-8c93-b02ddd627cdc,9ce61468db203754b193da105cecd099968cfb6f22d2abed1b69eeb36d3ce754,1732b287-581d-4d00-b41c-50cd11fb5ee6,Travel,SBI,3103.09,SUCCESS,,2026-01-30 09:40:45,2026-01-30 09:40:45.198,198,Malegaon
89145572-36c2-4dc9-9ea5-ff18ba8d6f52,461c49185a9e62b63e4598bc96d4dadf86030ad79f9957c1a304b555527dc2d8,96504bba-72c1-4cda-a475-c12b0391eac8,Food,ICICI,2921.95,SUCCESS,,2026-01-30 17:29:03,2026-01-30 17:29:05.940,2940,Karimnagar
0c9cc1fb-7da0-4c41-9319-1eaca753b93e,b63f1c6decd4b7399ba413ac1e0879bda34f4eca5aef8bad4599ed0d16703381,00bf1e3c-c410-4a12-90ab-fd69f51ac2d0,Ecommerce,SBI,4840.84,SUCCESS,,2026-01-31 00:17:28,2026-01-31 00:17:29.771,1771,Bhind
5f1607a0-f1f1-4547-bfa0-620c500c3e6e,5e99a46c53f551e6dd5b0741552603f7cfb53ca47baf9607dae1d1f3b008493d,3ac83d98-d635-45c0-b925-cbccb6ba1f7e,Travel,YES_BANK,3331.53,PENDING,,2026-01-31 07:43:01,2026-01-31 07:43:03.494,2494,Singrauli
58c63d1d-b768-43d7-8b48-0362925177a3,1d17f4dc4bc7afb5785d11d87b929e5f425846235e92450e936349a282de5a39,563db48c-735b-418f-98cb-3f8812a0789f,Fuel,ICICI,2327.9,SUCCESS,,2026-01-31 05:36:25,2026-01-31 05:36:27.057,2057,Kakinada
0105da52-0f03-4067-bfc3-32a6e8c9846a,d36321ae6cfc3447001f5c3853012e0c5bd0a04c64944cc6ccd809f438f52bc6,cb4aae08-c8cd-4acf-8bb1-85a6eff25952,Travel,YES_BANK,3362.92,SUCCESS,,2026-01-30 14:48:00,2026-01-30 14:48:01.147,1147,Kadapa
abb56039-7f98-4344-ad35-4234eaea3169,d128b30de45f22fcc2f7af3b1a659737f0283656f0b3b75ae72c3363a2d963e4,5865022f-dfa6-44d1-8179-e57b57e26c6d,Healthcare,KOTAK,2059.39,PENDING,,2026-01-31 06:03:30,2026-01-31 06:03:32.327,2327,Kanpur
6d4dd08c-60d8-4b32-8108-8b96a22942ba,c51268a09be9c97ed06fb2ba77427726ddd2c797189d6909db1c3fccd1b301c7,ca70bf62-7835-48d2-92ee-80f7993608d7,Ecommerce,YES_BANK,351.38,SUCCESS,,2026-01-31 02:31:03,2026-01-31 02:31:04.379,1379,Gurgaon
0d9b212a-f96c-4662-a629-fb3ad32a14d0,0364d271184f5ddf646a5b8a0c67a0f8dd893e4d8af221d005e0b076b482b2e6,d821a46a-ef02-40f1-8c1f-6137f945679c,Food,AXIS,4739.04,SUCCESS,,2026-01-30 23:19:54,2026-01-30 23:19:56.445,2445,Bihar Sharif
0d113d8c-0e2e-4cce-8cf0-c4dfdd755c65,8aa1509a0b0b1384b9710b686b1d244b2cf28e11f57bdbe7a464a630b8a865c7,0677d9c6-ff3a-4c51-8892-d65c3920ff6e,Grocery,ICICI,4785.09,SUCCESS,,2026-01-31 05:53:52,2026-01-31 05:53:54.975,2975,Patna
45e29fc3-34e4-450f-a26d-9d63a5770d97,25b315e9b32025291266e93ffc50e919e600c5c51dabee9b3025a307668c1926,b62927d1-eddb-476b-8e3b-4291f74378f1,Utilities,KOTAK,907.26,SUCCESS,,2026-01-30 22:47:30,2026-01-30 22:47:32.711,2711,Kadapa
98bee71f-cf6f-4c19-8150-e6fbac173c2b,d1e53b4f212d86643eb90636506ffcc43e1192e1aef97da7731c72bdabbf3867,a34e6103-0a9f-4291-8993-ea6c637726e1,Ecommerce,PNB,4782.7,SUCCESS,,2026-01-30 09:44:16,2026-01-30 09:44:17.320,1320,Karaikudi
6a05c46d-2f99-45b2-9a22-65f886e80ea6,726cd292b501269d09c79a500e562897a71df28930d80fa33338b96455675170,f98b61f7-56e4-4651-a37d-b8767ad34314,Travel,IDFC,4233.28,SUCCESS,,2026-01-30 09:16:44,2026-01-30 09:16:44.282,282,Alappuzha
2321782f-39c7-41f8-aa06-5d2df6d2ab9e,bff09127368d4fbcf12488f24adabab660ba797d23f896f8e0c4e9e0ec232131,89128e69-81ac-4dac-851d-b981c990708b,Ecommerce,YES_BANK,4766.73,SUCCESS,,2026-01-31 07:42:48,2026-01-31 07:42:48.347,347,Kakinada
c68d059c-dfab-453c-91e8-5f4723c45b7b,27f5b316f9c912671c5646ec62e36fc7ca5a146d067250db621099a0066b818e,ac0b3ab5-69f5-458e-9a89-55a02c9cfd9a,Ecommerce,IDFC,3879.11,SUCCESS,,2026-01-30 09:34:18,2026-01-30 09:34:19.409,1409,Dehradun
1347aadf-a64b-461d-b9e3-6b37b19f9da5,f05b1efe92eafa0fbfdc82510225fa18f086931e78ef5ee9e9b84333acb52f41,8cc09d73-1267-4d6e-8b3a-b04502ea4ce5,Fuel,IDFC,2093.74,SUCCESS,,2026-01-30 17:48:07,2026-01-30 17:48:09.792,2792,Solapur
c3f11263-5549-4394-b8ad-422963522d80,86c7bbedcd763d925cc3711960ff48a082a341a160b3dae6359122358f23f755,b5995636-ddc3-4992-aa0d-022e35e5b68f,Healthcare,ICICI,3778.07,SUCCESS,,2026-01-30 20:07:13,2026-01-30 20:07:15.594,2594,Surendranagar Dudhrej
90cc851b-aeea-429d-934c-db7235efeb32,dc3b787cdf4afcf2d18695a5e2bea7d8401e7830cd2f0250b3f070cf6d79b07f,d20eb956-5db8-4efb-8f42-26f59636ae0a,Travel,AXIS,3737.82,FAILED,INVALID_UPI_PIN,2026-01-30 09:12:08,2026-01-30 09:12:08.812,812,Mysore
d2d4eddf-e74e-4d2c-9f09-2d351d97088b,8b8225e2ec7a37ee6246031bbe0f6f843a9933cda8071b6db2283b8e78dc7a78,dd0223d9-826c-4bcb-ba92-b0f8e7c5df41,Travel,AXIS,166.86,SUCCESS,,2026-01-30 11:17:19,2026-01-30 11:17:19.826,826,Bhusawal
d6c4a0ae-318e-4d95-adaa-eb225a41e901,75da85864e38954e75fe135ed8e40c34fb5f2324548fa932d25f087a7dd71a7c,d9fbd500-373d-42e6-b391-bf9afd019dcb,Travel,HDFC,373.02,PENDING,,2026-01-30 13:20:53,2026-01-30 13:20:55.440,2440,Satara
d434e08e-6ff2-4d92-bdf8-42df764668d8,c6274a3a7f6533c4fdc63702ec780d28ed886a37dbba190bd64c1bf1797d01dc,e43c96cd-a20f-48cd-94fe-a81a115be518,Food,IDFC,4843.75,SUCCESS,,2026-01-31 05:24:40,2026-01-31 05:24:42.808,2808,Muzaffarnagar
9b522ce0-04b9-4a60-906a-e226dbff26e1,423a3078591db9111d43a4444c6e3eef666f01c5ee781ed0137f263951ffb1a6,a477d1be-17df-4331-8edc-00d9202f8f9e,Food,KOTAK,3083.92,SUCCESS,,2026-01-31 02:10:43,2026-01-31 02:10:45.225,2225,Allahabad
32c66120-a770-4336-8b20-144cddbde305,7198d88ad367e20d90e652177be024bbcbbdbfef3d5ba52a6e23a1cf0984f734,cf60a917-6359-47ac-bf7b-0f2f64cdf4b3,Fuel,SBI,541.94,SUCCESS,,2026-01-30 16:29:10,2026-01-30 16:29:12.035,2035,Bellary
945b39f9-bd77-49d6-9598-c3ca90b67119,1dbb0db4504804bc820dcae089c83decfccfcb0e0f7f5643c7ab153d4cf57a4f,a89ad371-f014-48dd-9f74-a0146d871373,Grocery,IDFC,1656.63,SUCCESS,,2026-01-31 02:27:19,2026-01-31 02:27:19.954,954,Hazaribagh
fc0c670b-d937-43fc-b347-761db9743f83,82183c3a64477e94a20e493303b1bb53e7507c23c121d195a6b4cf23242d328c,f1c8eccc-7a60-47aa-a9f9-aa76566710f7,Fuel,PNB,1320.02,SUCCESS,,2026-01-30 09:05:47,2026-01-30 09:05:49.688,2688,Jalna
0e79f2b5-d48d-4e3d-ba55-6033d22b42b0,f2ad119ca493368fe4ec812a9ebdb1a461132ba27f06d49d5940fa15c3a5259e,918baa08-66f6-4f1e-b635-e84749f7f51f,Ecommerce,PNB,3785.25,SUCCESS,,2026-01-30 11:37:45,2026-01-30 11:37:47.587,2587,Asansol
0960b277-b1d8-4472-a14a-1414f5f2a36b,00dcebf87e1f49f75e58ea8ac7c0d0f2b02d4d9dbd8e00beec73304cff6de041,61459f0c-dadc-40de-a412-fd04dd6b425c,Ecommerce,HDFC,4705.65,PENDING,,2026-01-30 10:55:26,2026-01-30 10:55:28.243,2243,Unnao
938dca39-8d44-47b0-aa7d-972de85a4408,e1191042fb1064fbb308f789ab25a342eb154cc103ce7732801d3982f24eecfc,46bd84df-db1f-4d0e-b23d-ca86e2cfe326,Grocery,AXIS,3405.72,PENDING,,2026-01-30 23:02:06,2026-01-30 23:02:07.430,1430,Khandwa
396bf7cc-0a6d-4e55-8f5b-d48e81439634,0793ec320feeae4099e6e2456d25b52ac232dcc55ba3087f896096ce0e781105,450ca5a8-67cd-49fb-9b5c-d1ea4da2211e,Utilities,IDFC,1968.82,FAILED,TECHNICAL_ERROR,2026-01-30 12:23:59,2026-01-30 12:24:01.207,2207,Darbhanga
c083ae3a-9594-4f90-9ad1-68df17194f6d,54b265ac5dacdc9fee7af80b4c95642d62e87327db684f8fed1d61fee7207a84,2592d8f5-c176-44f0-a594-cd8eba9278c0,Travel,IDFC,134.97,PENDING,,2026-01-30 14:20:08,2026-01-30 14:20:08.940,940,Avadi
05cb3412-1edb-405f-b0f8-c5b6303a222f,a2b59c2aa0e142144c30d2d7f12cc4b82c39ec5c68e341dcf9838a446ed02c77,9360a22b-4fbf-48fa-86fb-5de015bda6c1,Food,ICICI,4763.74,FAILED,INSUFFICIENT_FUNDS,2026-01-30 14:55:57,2026-01-30 14:55:58.379,1379,Raichur
26a77918-5cd8-4bba-8c48-fd80946789db,8dac447d5020782868866bbaf3eeae6e2a49cf5aa1e8d02d783e7fff36b7a3f1,55b3b2ff-682f-4b6f-9b58-8dc777d8a756,Healthcare,SBI,2631.7,SUCCESS,,2026-01-31 02:13:54,2026-01-31 02:13:54.865,865,Farrukhabad
cf1c84ba-a24f-4f19-b852-92affe77eea8,429807af6ef71434f7e6b1be670b7a56b972478fc6a3341be00994d37eb49bb4,0d138376-482a-45df-9d69-06b358d83ffe,Utilities,AXIS,2066.17,SUCCESS,,2026-01-31 04:03:07,2026-01-31 04:03:07.405,405,Bareilly
1eaf21db-08ae-4ac9-83d5-2122ab7988a4,7c4c8b34eb4473e185d6e533c738188e08437ac70285b1d98c1927c217a19f2b,c940b609-e1ab-4dec-9be6-f7845ed1ad93,Grocery,SBI,2375.43,SUCCESS,,2026-01-30 12:20:30,2026-01-30 12:20:31.889,1889,Surat
4b66021f-8cee-434c-96c2-bfe90f81975c,7b9b21be781723aab6cd522519a056f1c1c4ca36103d6979699974db6eeed5ed,fb80e7cd-7e36-41ac-893a-01857b51c483,Ecommerce,PNB,1182.98,SUCCESS,,2026-01-30 10:51:55,2026-01-30 10:51:56.557,1557,Amravati
3b9f48e1-d7ae-48e1-b002-fcb734222ba6,1805e65e1fa418e2608112afd86204fe58483041438330015680ccf8f87a4d60,1e101885-1da8-4fc8-bc39-5e5bd8ff0863,Healthcare,KOTAK,1428.04,SUCCESS,,2026-01-30 19:21:17,2026-01-30 19:21:18.885,1885,Berhampore
